uniqsubs,actvsubs,new_cell,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,forgntvl,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,months,handset_months,hs_bin,usage_trend,revenue_trend,overage_share,dropblk_rate,care_per_mou,rev_per_sub
3,2,0.0,0.0,14380,41331.0,4218.33,4113.27,40920.0,14195,120.98,1203.53,417.5,1347,434,97,1461.0,457.0,107.0,0.0,0.0,0.0,0.0,99.98999023,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,101.5925,1381.0,94.99,0.2475,11.0,3.85,3.85,0.0,8.505,103.0,13.2275,14.66666667,0.0,7.333333333,0.0,76.0,0.0,397.3333333,0.0,122.0,0.0,305.3333333,0.0,3.0,17.0,16.08,59.0,0.0,778.1666667,0.0,237.4433333,65.0,74.05,20.66666667,33.85,289.6666667,0.0,657.7533333,0.0,127.6666667,0.0,357.86,0.0,22.0,397.3333333,305.3333333,0.0,6.333333333,37,5.666666666666667,0.0,0.07452966714905933,0.12893242683432024,0.03752710968150693,0.05523012552763432,0.002170767004341534,25.398125
1,1,0.0,0.0,439,2598.0,430.03,369.06,2587.0,432,30.76,215.58,36.0,224,32,30,234.0,36.0,31.0,0.0,0.0,0.0,0.0,29.98999023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,30.2375,208.0,29.99,0.2475,0.0,0.0,0.0,0.0,0.0,-48.0,-0.2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12.466666666666667,0.0,-0.22966507177033493,-0.007923169267707083,0.0,0.0,0.0,15.11875
1,1,0.0,0.0,1507,3090.0,579.05,493.17,3010.0,1486,49.32,301.0,148.6,236,149,46,269.0,159.0,48.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,49.6725,223.5,67.17,0.0,0.0,0.0,0.0,0.0,0.0,-36.5,10.3275,3.666666667,0.0,0.0,0.0,8.0,0.0,146.6666667,0.0,61.0,0.0,135.0,0.0,2.0,2.0,0.753333333,44.0,1.0,141.9733333,0.0,44.19333333,29.66666667,29.10333333,8.0,7.093333333,76.33333333,0.0,97.16666667,0.0,114.6666667,0.0,89.0,0.0,3.666666667,146.6666667,135.0,0.0,0.0,11,10.533333333333333,0.0,-0.16258351893095768,0.2038087720163797,0.0,0.024830699770918577,0.008908685968819599,24.83625
3,3,0.0,0.0,1816,10138.0,1014.96,922.08,9978.0,1774,57.63,623.63,110.88,533,49,50,592.0,86.0,50.0,0.0,0.0,0.0,0.0,79.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,52.84,641.0,59.99,0.0,9.5,2.85,2.85,0.0,0.0,325.0,8.55,6.0,0.0,2.333333333,0.0,13.0,0.0,59.0,0.0,6.0,0.0,37.66666667,0.0,2.0,2.0,1.133333333,6.0,0.0,321.4866667,0.0,0.0,7.0,10.67333333,0.0,0.0,20.66666667,0.0,159.6666667,0.0,22.33333333,0.0,161.82,0.0,8.333333333,59.0,37.66666667,0.0,0.0,18,17.333333333333332,0.0,0.5062305295950156,0.1588038632986627,0.052934621099554234,0.13888888888333334,0.003115264797507788,13.21
2,2,0.0,0.0,4803,19735.0,1778.81,1698.5,19454.0,4685,62.91,720.52,173.52,1465,241,98,1239.0,230.0,81.0,0.0,0.0,0.0,0.0,29.98999023,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,86.285,1258.0,54.99,0.495,89.5,35.8,35.8,0.0,0.0,-622.0,-36.295,40.0,0.0,2.666666667,0.0,35.66666667,0.0,280.0,0.0,41.33333333,0.0,204.0,0.0,7.333333333,8.666666667,5.723333333,22.66666667,0.0,845.6433333,0.0,117.75,13.33333333,8.593333333,9.666666667,8.55,130.3333333,0.0,316.1366667,0.0,107.6666667,0.0,647.2533333,0.0,42.66666667,280.0,204.0,0.0,0.333333333,28,28.3,0.0,-0.49404289118347894,-0.4158217334020737,0.4101506558973477,0.15183867142348753,0.005824728620333598,28.761666666666667
6,2,0.0,0.0,1026,2180.0,239.55,209.11,2161.0,1010,23.23,240.11,112.22,117,68,10,229.0,114.0,21.0,0.0,0.0,0.0,0.0,59.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,10.0,115.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.466666666666667,0.0,-0.04068522483940043,0.0,0.0,0.0,0.0,1.4285714285714286
3,2,0.0,0.0,4987,15887.0,489.4,423.28,15571.0,4847,21.16,778.55,242.35,761,223,31,690.0,223.0,26.0,0.0,0.0,0.0,0.0,149.9899902,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,31.63,783.0,10.0,0.495,84.0,21.0,21.0,0.0,0.0975,67.0,2.01,6.666666667,0.0,1.0,0.0,68.33333333,0.0,251.3333333,0.0,77.66666667,0.0,176.6666667,0.0,25.66666667,88.33333333,77.97,42.66666667,0.0,471.19,0.0,213.36,76.33333333,100.7833333,21.66666667,54.70666667,140.3333333,0.0,397.2,0.0,81.33333333,0.0,287.35,0.0,7.666666667,251.3333333,176.6666667,0.0,1.0,22,19.066666666666666,0.0,0.08545918367346939,0.06159975482684646,0.6435795280416795,0.030383091154608074,0.03273809524234694,7.9075
1,1,0.0,0.0,4156,15471.0,848.34,713.37,15471.0,4156,79.26,1719.0,461.78,1686,466,76,1859.0,483.0,77.0,0.0,0.0,0.0,0.0,9.989997864,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,76.16,1622.75,84.99,0.495,0.0,0.0,0.0,0.0,0.0,-190.75,-0.18,11.66666667,0.0,5.666666667,0.0,66.66666667,0.0,397.3333333,0.0,162.0,0.0,317.0,0.0,27.66666667,42.0,27.92333333,70.66666667,0.0,727.53,0.0,505.2733333,95.0,123.8233333,53.33333333,174.5733333,268.3333333,0.0,722.53,0.0,205.0,0.0,510.27,0.0,17.33333333,397.3333333,317.0,0.0,8.333333333,10,10.233333333333333,0.0,-0.11747498075442649,-0.0023328149300155523,0.0,0.04351464434673762,0.01703874775673595,38.08
1,1,0.0,0.0,326,1682.0,611.04,541.06,1678.0,325,45.09,139.83,27.08,97,23,42,111.0,25.0,43.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,42.3475,119.25,49.99,0.0,0.0,0.0,0.0,0.0,0.195,65.75,1.3925,2.666666667,0.0,0.333333333,0.0,9.0,0.0,36.66666667,0.0,0.0,0.0,24.66666667,0.0,0.0,0.0,0.0,0.0,0.0,77.22666667,0.0,0.0,0.333333333,0.156666667,0.0,0.0,19.66666667,0.0,61.20666667,0.0,5.0,0.0,16.02,0.0,3.0,36.66666667,24.66666667,0.0,0.0,13,12.966666666666667,0.0,0.5467775467775468,0.03212411327066152,0.0,0.07964601769206672,0.0,21.17375
2,2,0.0,0.0,1852,6247.0,780.3,731.61,6218.0,1831,73.16,621.8,183.1,484,160,11,594.0,184.0,23.0,0.0,0.0,0.0,0.0,59.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,10.5225,395.25,10.0,0.0,1.0,0.39,0.0,0.39,0.0,-265.25,-0.1325,15.0,0.0,1.333333333,0.0,41.66666667,0.0,116.0,0.333333333,51.33333333,0.0,63.66666667,0.333333333,4.333333333,6.333333333,4.036666667,26.0,0.666666667,68.09,0.033333333,119.9433333,16.0,12.17,2.666666667,3.226666667,44.33333333,0.0,78.2,0.0,57.33333333,0.333333333,109.84,0.033333333,16.33333333,116.3333333,64.0,0.0,2.0,11,11.633333333333333,0.0,-0.6694006309148265,-0.011499240616185723,0.03384682143632024,0.1392045454656831,0.010935856991798106,3.5075000000000003
1,1,0.0,0.0,2661,7167.0,1834.26,1589.79,7122.0,2635,52.99,237.4,87.83,550,183,90,462.0,155.0,69.0,0.0,0.0,0.0,0.0,29.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,77.29,488.5,44.99,3.7125,110.25,38.5875,38.5875,0.0,0.0,-185.5,-38.34,9.666666667,0.0,0.0,0.0,34.0,0.0,176.0,0.0,32.33333333,0.0,135.0,0.0,0.0,0.0,0.0,15.33333333,1.0,289.7866667,0.0,74.66333333,18.0,16.36333333,0.333333333,0.166666667,117.6666667,0.0,270.5233333,0.0,42.66666667,0.0,93.92666667,0.0,9.666666667,176.0,135.0,0.0,1.666666667,31,31.333333333333332,0.0,-0.37895812053115424,-0.48971771618342064,0.49287903946864214,0.05461393597175141,0.0,38.645
1,1,0.0,0.0,1231,2691.0,1091.66,1008.43,2687.0,1227,63.03,167.94,76.69,65,15,60,85.0,26.0,59.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,61.745,126.5,59.99,0.7425,0.0,0.0,0.0,0.0,1.95,185.5,4.275,4.666666667,0.666666667,1.333333333,0.0,5.333333333,0.0,40.66666667,4.0,44.0,0.0,29.66666667,3.333333333,0.0,0.0,0.0,42.33333333,0.0,78.30333333,9.896666667,4.73,3.0,1.906666667,1.0,2.78,19.66666667,0.666666667,24.79333333,0.946666667,52.33333333,2.666666667,58.24,8.95,6.666666667,44.66666667,33.0,0.0,0.666666667,18,17.266666666666666,0.0,1.4549019607843137,0.06813291895768588,0.0,0.14598540145649744,0.0,30.8725
1,1,0.0,0.0,2220,4844.0,1214.8,1158.13,4800.0,2194,50.35,208.7,95.39,416,179,51,306.0,134.0,51.0,0.0,0.0,0.0,0.0,29.98999023,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,50.45,437.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,-0.45,4.666666667,0.0,15.66666667,0.0,9.333333333,0.0,127.6666667,0.0,54.33333333,0.0,100.0,0.0,0.0,0.0,0.0,23.33333333,3.0,132.14,0.0,145.92,34.66666667,27.06666667,11.0,13.4,88.0,0.0,154.2333333,0.0,64.0,0.0,123.8266667,0.0,20.33333333,127.6666667,100.0,0.0,0.666666667,24,24.4,0.0,0.14709236031927023,-0.008746355685131196,0.0,0.1580310880160541,0.0,25.225
2,2,0.0,0.0,1058,2951.0,650.36,535.53,2908.0,1043,38.25,207.71,74.5,198,77,34,249.0,83.0,41.0,0.0,0.0,0.0,0.0,29.98999023,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,35.0125,279.0,30.0,4.455,0.5,0.175,0.175,0.0,0.0,244.0,2.0775,0.666666667,0.0,4.0,0.0,16.0,0.0,90.0,0.0,1.0,0.0,69.33333333,0.0,0.0,0.0,0.0,1.0,0.0,127.7266667,0.0,0.45,2.666666667,0.83,0.0,0.0,37.66666667,0.0,67.36666667,0.0,32.66666667,0.0,60.81,0.0,4.666666667,90.0,69.33333333,0.0,0.0,15,15.0,0.0,0.8714285714285714,0.057688302672683094,0.004859423811176674,0.05128205128571429,0.0,11.670833333333334
2,2,0.0,0.0,741,6671.0,348.15,302.73,6584.0,726,25.23,548.67,60.5,883,69,26,680.0,66.0,26.0,0.0,0.0,0.0,0.0,99.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,26.2825,804.5,44.99,0.0,0.75,0.2925,0.0,0.2925,0.0,-236.5,-0.2925,4.333333333,0.0,1.0,0.0,17.0,0.0,66.66666667,0.666666667,10.33333333,0.0,44.33333333,0.666666667,0.0,0.0,0.0,2.666666667,0.0,617.1233333,1.346666667,25.79,5.333333333,2.46,1.333333333,2.766666667,23.33333333,0.666666667,83.51333333,1.346666667,31.33333333,0.0,559.3933333,0.0,5.333333333,67.33333333,45.0,0.0,0.0,13,12.866666666666667,0.0,-0.2936064556176288,-0.0107211582516265,0.0107211582516265,0.07804878048673408,0.0,8.760833333333332
1,1,0.0,0.0,287,666.0,329.89,276.66,648.0,282,15.37,36.0,15.67,0,0,5,35.0,11.0,14.0,0.0,0.0,0.0,0.0,9.989997864,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,19.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1,1,0.0,0.0,726,2369.0,646.69,610.79,2348.0,714,30.54,117.4,35.7,133,31,30,205.0,44.0,32.0,0.0,0.0,0.0,0.0,149.9899902,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.5775,162.25,32.5775,0.0,0.0,0.0,0.0,0.0,0.0,86.75,7.7325,0.333333333,0.0,2.0,0.0,10.0,0.0,42.0,0.0,3.666666667,0.0,29.66666667,0.0,2.0,2.666666667,1.1,3.666666667,0.0,105.5533333,0.0,1.206666667,7.333333333,3.476666667,1.333333333,0.556666667,29.0,0.0,104.7666667,0.0,4.333333333,0.0,1.993333333,0.0,2.333333333,42.0,29.66666667,0.0,0.0,21,0.06666666666666667,0.0,0.5313935681470138,0.23028813937904846,0.0,0.054263565883720936,0.01225114854517611,16.28875
1,1,0.0,0.0,1649,5295.0,937.42,871.81,5288.0,1644,87.18,528.8,164.4,321,96,49,451.0,138.0,74.0,0.0,0.0,0.0,0.0,129.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,49.2375,306.5,54.99,0.2475,0.0,0.0,0.0,0.0,0.0,-42.5,-0.2475,4.333333333,0.0,1.666666667,0.0,7.333333333,0.0,65.0,0.0,36.0,0.0,54.66666667,0.0,0.0,0.0,0.0,12.66666667,0.0,132.2833333,0.0,99.25333333,16.0,20.50333333,5.0,22.12666667,65.33333333,0.0,167.0533333,0.0,22.33333333,0.0,64.48333333,0.0,6.0,65.0,54.66666667,0.0,0.333333333,11,10.366666666666667,0.0,-0.13821138211382114,-0.004926598656382185,0.0,0.09090909090909091,0.0,24.61875
1,1,0.0,0.0,1071,2583.0,487.96,427.59,2565.0,1063,30.54,183.21,75.93,191,89,31,199.0,87.0,31.0,0.0,0.0,0.0,0.0,29.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,30.485,198.0,29.99,0.2475,0.25,0.0975,0.0,0.0975,0.0,20.0,-0.495,5.666666667,0.0,0.666666667,0.0,40.0,0.0,98.66666667,0.333333333,29.66666667,0.0,54.0,0.333333333,0.333333333,0.333333333,0.123333333,19.33333333,0.333333333,88.89333333,0.106666667,33.34,14.33333333,17.48,2.666666667,5.053333333,33.0,0.333333333,39.47,0.106666667,44.0,0.0,82.76333333,0.0,6.333333333,99.0,54.33333333,0.0,0.666666667,15,14.9,0.0,0.10050251256281408,-0.01572177227251072,0.0030967127203430206,0.06333333332999999,0.0016750418743718594,15.2425
2,2,0.0,0.0,645,1378.0,1084.32,1029.82,1344.0,629,33.22,43.35,20.29,31,8,36,38.0,18.0,35.0,0.0,0.0,0.0,0.0,29.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,35.05,26.5,32.49,0.0,0.0,0.0,0.0,0.0,2.56,-12.5,-2.56,0.666666667,0.0,0.0,0.0,0.666666667,0.0,9.0,0.0,0.333333333,0.0,7.666666667,0.0,0.0,0.0,0.0,0.333333333,0.0,14.62333333,0.0,0.173333333,1.0,0.656666667,0.0,0.0,3.666666667,0.0,11.86333333,0.0,4.333333333,0.0,2.933333333,0.0,0.666666667,9.0,7.666666667,0.0,0.0,33,33.333333333333336,0.0,-0.45454545454545453,-0.07101248266296811,0.0,0.0666666667,0.0,11.683333333333332
2,2,0.0,0.0,379,1041.0,619.63,493.36,853.0,315,54.82,94.78,35.0,73,26,64,92.0,35.0,63.0,0.0,0.0,0.0,0.0,59.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,62.2075,75.75,59.99,0.0,15.5,4.65,4.65,0.0,0.0,8.25,-5.2175,0.666666667,0.0,0.333333333,0.0,1.333333333,0.0,28.0,0.0,4.333333333,0.0,25.66666667,0.0,0.0,0.0,0.0,1.333333333,0.0,54.94,0.0,20.05,7.0,7.17,0.333333333,1.473333333,26.66666667,0.0,70.12,0.0,3.0,0.0,4.87,0.0,1.0,28.0,25.66666667,0.0,0.0,10,10.433333333333334,0.0,0.10749185667752444,-0.08254558398924178,0.07356721908001423,0.034482758620689655,0.0,20.735833333333336
1,1,0.0,0.0,4256,15207.0,1491.46,1309.8,15207.0,4256,72.77,844.83,236.44,1168,324,73,1007.0,270.0,65.0,0.0,0.0,0.0,0.0,59.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,66.29,948.75,59.99,2.2275,18.5,5.55,5.55,0.0,2.82,-656.75,-18.8,12.66666667,0.0,4.666666667,0.0,70.0,0.0,345.6666667,0.0,3.333333333,0.0,258.3333333,0.0,1.333333333,3.333333333,2.81,2.0,1.333333333,739.64,0.0,6.983333333,16.33333333,34.82,0.0,0.0,153.3333333,0.0,295.32,0.0,107.0,0.0,451.3033333,0.0,17.33333333,345.6666667,258.3333333,0.0,1.666666667,19,19.333333333333332,0.0,-0.6914977625690971,-0.279387724773369,0.08247882300490414,0.049999999985576915,0.0014038782132140036,33.145
3,3,0.0,0.0,4007,7237.0,588.24,496.97,7215.0,3998,35.5,515.36,285.57,535,291,31,585.0,335.0,36.0,0.0,0.0,0.0,0.0,29.98999023,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,30.765,542.75,30.0,0.495,0.0,0.0,0.0,0.0,0.0,22.25,-0.765,10.0,0.0,2.333333333,0.0,66.0,0.0,213.3333333,0.0,113.3333333,0.0,139.6666667,0.0,1.0,8.333333333,7.96,70.33333333,0.0,145.39,0.0,175.3,52.33333333,29.65333333,23.0,18.27666667,95.66666667,0.0,109.6433333,0.0,138.6666667,0.0,211.0466667,0.0,12.33333333,213.3333333,139.6666667,0.0,1.666666667,15,12.8,0.0,0.04091954022988506,-0.024083110341570912,0.0,0.057542768267113964,0.0018390804597701149,7.69125
1,1,0.0,0.0,2025,4262.0,488.37,425.62,4250.0,2019,47.29,472.22,224.33,585,225,56,536.0,219.0,54.0,0.0,0.0,0.0,0.0,99.98999023,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,49.93,552.0,41.98,0.2475,111.0,38.85,38.85,0.0,0.0,-99.0,-17.95,4.333333333,0.0,0.333333333,0.0,77.33333333,0.0,261.0,0.0,73.0,0.0,179.3333333,0.0,0.0,0.0,0.0,37.0,0.666666667,292.9766667,0.0,156.4866667,52.66666667,90.40333333,5.333333333,14.53666667,148.6666667,0.0,305.3,0.0,87.66666667,0.0,144.16,0.0,4.666666667,261.0,179.3333333,0.0,0.0,10,6.5,0.0,-0.17902350813743217,-0.35244453171019047,0.7628117023365404,0.017811704835877865,0.0,24.965
1,1,0.0,0.0,1548,5681.0,762.77,682.79,5651.0,1541,68.28,565.1,154.1,846,229,89,625.0,178.0,74.0,0.0,0.0,0.0,0.0,129.9899902,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,80.7475,776.75,59.99,9.1575,72.0,21.6,21.6,0.0,0.0,-207.75,-24.8175,7.0,0.0,0.0,0.0,9.666666667,0.0,121.6666667,0.0,73.66666667,0.0,107.6666667,0.0,0.666666667,2.666666667,2.496666667,28.33333333,0.0,244.13,0.0,146.27,20.0,24.51666667,5.0,6.533333333,97.66666667,0.0,252.37,0.0,70.0,0.0,138.0266667,0.0,7.0,121.6666667,107.6666667,0.0,2.0,11,10.0,0.0,-0.26711668273866923,-0.30358726566561667,0.2642282638612802,0.0570652173757975,0.0008571734709096753,40.37375
2,2,0.0,0.0,4012,6285.0,861.79,817.83,6248.0,3991,35.56,271.65,173.52,245,143,45,292.0,176.0,40.0,0.0,0.0,0.0,0.0,199.9899902,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,42.1925,252.0,30.0,0.0,0.0,0.0,0.0,0.0,0.195,21.0,-8.5525,4.0,0.0,5.0,0.0,11.66666667,0.0,67.0,0.0,47.66666667,0.0,47.0,0.0,0.333333333,0.333333333,0.043333333,21.66666667,0.0,56.78333333,0.0,93.05333333,14.66666667,11.37666667,5.666666667,5.823333333,71.0,0.0,123.26,0.0,23.0,0.0,26.57666667,0.0,9.0,67.0,47.0,0.0,0.333333333,25,3.2,0.0,0.08300395256916997,-0.19800891358453435,0.0,0.1323529411764706,0.0013175230553359684,14.064166666666667
3,2,0.0,0.0,574,1773.0,127.21,99.86,1606.0,498,11.1,178.44,55.33,202,48,10,187.0,50.0,10.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,10.09,202.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,-0.09,0.0,0.0,6.0,0.0,9.0,0.0,51.33333333,0.0,8.666666667,0.0,36.33333333,0.0,0.0,0.0,0.0,6.0,0.0,136.2033333,0.0,21.55,7.0,7.823333333,1.333333333,5.75,33.33333333,0.0,34.27666667,0.0,11.66666667,0.0,123.4766667,0.0,6.0,51.33333333,36.33333333,0.0,0.0,11,10.7,0.0,0.006134969325153374,-0.008115419296663661,0.0,0.11464968153596494,0.0,2.5225
2,2,0.0,0.0,2836,7682.0,1851.84,1759.66,7554.0,2769,97.76,419.67,153.83,358,127,88,423.0,144.0,114.0,0.0,0.0,0.0,0.0,29.98999023,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,82.1275,344.75,52.48,0.2475,15.25,3.8125,3.8125,0.0,0.0,-38.75,-17.9775,1.666666667,0.0,4.333333333,0.0,10.0,0.0,91.0,0.0,17.66666667,0.0,75.33333333,0.0,0.0,0.0,0.0,2.0,0.0,159.0566667,0.0,84.84,17.0,19.17,1.666666667,5.346666667,79.0,0.0,217.1466667,0.0,13.66666667,0.0,26.75,0.0,6.0,91.0,75.33333333,0.0,0.333333333,19,13.233333333333333,0.0,-0.11207519884309472,-0.21626417250609004,0.04586328230729903,0.06521739130434782,0.0,27.375833333333333
1,1,0.0,0.0,1028,2943.0,576.43,521.59,2887.0,1003,57.95,320.78,111.44,307,111,52,154.0,56.0,26.0,0.0,0.0,0.0,0.0,129.9899902,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,56.75,308.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.35,3.666666667,0.0,5.666666667,0.0,7.0,0.0,44.66666667,0.0,21.66666667,0.0,29.66666667,0.0,0.666666667,5.333333333,5.123333333,9.0,0.0,80.95333333,0.0,83.01,12.33333333,10.64666667,1.333333333,3.803333333,29.0,0.0,70.24,0.0,21.0,0.0,93.72333333,0.0,9.333333333,44.66666667,29.66666667,0.0,0.333333333,22,3.533333333333333,0.0,0.006472491909385114,0.21385281385281385,0.0,0.20437956202157814,0.0021574973042071195,28.375
1,1,0.0,0.0,3134,8514.0,1393.31,1352.31,8505.0,3129,50.09,315.0,115.89,442,126,39,453.0,153.0,40.0,0.0,0.0,0.0,0.0,149.9899902,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,39.4875,477.5,35.99,0.2475,0.0,0.0,0.0,0.0,0.0,106.5,-0.2475,2.333333333,0.0,11.33333333,0.0,37.33333333,0.333333333,158.3333333,0.333333333,17.33333333,0.0,108.3333333,0.0,0.333333333,0.333333333,0.026666667,11.0,0.0,327.6833333,0.0,23.34333333,17.66666667,5.12,1.333333333,1.326666667,53.0,0.0,75.17,0.0,71.66666667,0.0,275.8566667,0.0,13.66666667,158.6666667,108.3333333,0.0,0.0,28,2.466666666666667,0.0,0.2225705329153605,-0.0061129978388391485,0.0,0.08559498956459394,0.0006966213855799374,19.74375
1,1,0.0,0.0,230,458.0,526.89,446.91,458.0,230,44.69,45.8,23.0,48,24,21,60.0,28.0,36.0,0.0,0.0,0.0,0.0,59.98999023,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,65.6925,105.0,9.6775,1.98,53.5,53.5,53.5,0.0,0.0,170.0,133.1775,2.0,0.0,0.0,0.0,17.66666667,0.0,59.0,0.0,11.66666667,0.0,39.33333333,0.0,0.333333333,0.333333333,0.05,7.0,1.0,54.96333333,0.0,15.30333333,3.333333333,2.916666667,0.666666667,1.503333333,15.66666667,0.0,25.82666667,0.0,32.66666667,0.0,44.44,0.0,2.0,59.0,39.33333333,0.0,0.0,11,11.5,0.0,1.6037735849056605,1.99688870562657,0.8021891517037149,0.03333333333333333,0.0031446540849056604,32.84625
